Date,infiltration
1961-04-08,-0.17955959
1961-04-09,-0.089778584
1961-04-10,-0.044888989
1961-04-11,-0.13229481
1961-04-12,-0.153405343
1961-04-13,-0.076701785
1961-04-14,-0.038350671
1961-04-15,-0.01917528
1961-04-16,0
1961-04-17,0
1961-04-18,0
1961-04-19,0
1961-04-20,0
1961-04-21,-0.045939125
1961-04-22,-0.059223042
1961-04-23,-0.029611388
1961-04-24,-0.17794926
1961-04-25,-0.218564269
1961-04-26,-0.459657663
1961-04-27,-0.508132279
1961-04-28,-0.275009983
1961-04-29,-0.6695367
1961-04-30,-1.20231977
1961-05-01,-0.965047758
1961-05-02,-0.482488939
1961-05-03,-0.269941289
1961-05-04,-0.285346202
1961-05-05,-0.473466567
1961-05-06,-0.842398217
1961-05-07,-0.82983397
1961-05-08,-0.472356694
1961-05-09,-0.236169976
1961-05-10,-0.118082892
1961-05-11,-0.059040922
1961-05-12,-0.029520329
1961-05-13,-0.014760132
1961-05-14,0
1961-05-15,0
1961-05-16,0
1961-05-17,0
1961-05-18,0
1961-05-19,0
1961-05-20,0
1961-05-21,0.00E+00
1961-05-22,0.00E+00
1961-05-23,0.00E+00
1961-05-24,0
1961-05-25,0
1961-05-26,0
1961-05-27,0
1961-05-28,0
1961-05-29,0
1961-05-30,0
1961-05-31,0
1961-06-01,0
1961-06-02,0
1961-06-03,0
1961-06-04,-0.035720521
1961-06-05,-0.174981994
1961-06-06,-0.362043551
1961-06-07,-0.384459679
1961-06-08,-0.529650939
1961-06-09,-0.490823954
1961-06-10,-0.245402943
1961-06-11,-0.122699208
1961-06-12,-0.061349039
1961-06-13,-0.030674378
1961-06-14,-0.015337153
1961-06-15,0
1961-06-16,-0.093937868
1961-06-17,-0.118541679
1961-06-18,-0.108372757
1961-06-19,-0.093190211
1961-06-20,-0.051355582
1961-06-21,-0.029459429
1961-06-22,-0.014729682
1961-06-23,0
1961-06-24,0
1961-06-25,0
1961-06-26,0
1961-06-27,0
1961-06-28,0
1961-06-29,0
1961-06-30,0.00E+00
1961-07-01,0.00E+00
1961-07-02,0.00E+00
1961-07-03,0
1961-07-04,-0.073579286
1961-07-05,-0.095233818
1961-07-06,-0.047616568
1961-07-07,-0.023808199
1961-07-08,-0.011904078
1961-07-09,0
1961-07-10,0
1961-07-11,0
1961-07-12,0
1961-07-13,0
1961-07-14,0
1961-07-15,0.00E+00
1961-07-16,0.00E+00
1961-07-17,0.00E+00
1961-07-18,0.00E+00
1961-07-19,0
1961-07-20,0
1961-07-21,0
1961-07-22,0
1961-07-23,0
1961-07-24,0
1961-07-25,0
1961-07-26,0
1961-07-27,0
1961-07-28,0
1961-07-29,0
1961-07-30,-0.021629412
1961-07-31,-0.027462492
1961-08-01,-0.013731217
1961-08-02,0
1961-08-03,0
1961-08-04,0
1961-08-05,0
1961-08-06,-0.028873022
1961-08-07,-0.037030834
1961-08-08,-0.018515365
1961-08-09,0
1961-08-10,0
1961-08-11,0
1961-08-12,0
1961-08-13,0
1961-08-14,0
1961-08-15,0
1961-08-16,0.00E+00
1961-08-17,0.00E+00
1961-08-18,0.00E+00
1961-08-19,0
1961-08-20,0
1961-08-21,0
1961-08-22,0
1961-08-23,0
1961-08-24,0
1961-08-25,0
1961-08-26,0
1961-08-27,0
1961-08-28,0
1961-08-29,0
1961-08-30,0
1961-08-31,-0.170030693
1961-09-01,-0.212267617
1961-09-02,-0.106132119
1961-09-03,-0.053065636
1961-09-04,-0.026532711
1961-09-05,-0.013266329
1961-09-06,0
1961-09-07,0
1961-09-08,0
1961-09-09,0
1961-09-10,0
1961-09-11,0
1961-09-12,0
1961-09-13,0
1961-09-14,0
1961-09-15,0
1961-09-16,0
1961-09-17,0
1961-09-18,0.00E+00
1961-09-19,0.00E+00
1961-09-20,0.00E+00
1961-09-21,0
1961-09-22,0
1961-09-23,0
1961-09-24,-0.021692426
1961-09-25,-0.083784091
1961-09-26,-0.577249763
1961-09-27,-2.0300544
1961-09-28,-2.08839168
1961-09-29,-1.044055596
1961-09-30,-0.521986913
1961-10-01,-0.260983227
1961-10-02,-0.130489059
1961-10-03,-0.06524389
1961-10-04,-0.032621784
1961-10-05,-0.016310852
1961-10-06,0
1961-10-07,-0.051602141
1961-10-08,-0.13947964
1961-10-09,-0.185566423
1961-10-10,-0.205000948
1961-10-11,-0.228600949
1961-10-12,-0.437577708
1961-10-13,-1.377585654
1961-10-14,-2.03641344
1961-10-15,-1.91614464
1961-10-16,-1.41087744
1961-10-17,-0.796759304
1961-10-18,-0.39835584
1961-10-19,-0.199171962
1961-10-20,-0.099584492
1961-10-21,-0.049791873
1961-10-22,-0.024895843
1961-10-23,-0.012447898
1961-10-24,0
1961-10-25,-0.653296057
1961-10-26,-1.54082304
1961-10-27,-1.81398528
1961-10-28,-2.45223936
1961-10-29,-2.14451712
1961-10-30,-1.072061734
1961-10-31,-1.41184512
1961-11-01,-1.6395264
1961-11-02,-1.5876864
1961-11-03,-1.82462976
1961-11-04,-1.365689162
1961-11-05,-0.682774618
1961-11-06,-0.535045658
1961-11-07,-0.972796484
1961-11-08,-0.924372118
1961-11-09,-0.462154015
1961-11-10,-1.96107264
1961-11-11,-6.922368
1961-11-12,-9.06204672
1961-11-13,-8.44176384
1961-11-14,-6.20241408
1961-11-15,-3.24808704
1961-11-16,-2.377728
1961-11-17,-3.324672
1961-11-18,-4.06232064
1961-11-19,-3.30766848
1961-11-20,-1.93978368
1961-11-21,-0.969736845
1961-11-22,-0.484833144
1961-11-23,-0.242407752
1961-11-24,-0.12120167
1961-11-25,-0.060600283
1961-11-26,-0.030300003
1961-11-27,-0.015149966
1961-11-28,0
1961-11-29,0
1961-11-30,0
1961-12-01,0
1961-12-02,0
1961-12-03,0
1961-12-04,0
1961-12-05,0.00E+00
1961-12-06,0.00E+00
1961-12-07,0.00E+00
1961-12-08,0
1961-12-09,0
1961-12-10,0
1961-12-11,0
1961-12-12,0
1961-12-13,0
1961-12-14,0
1961-12-15,0
1961-12-16,-0.303028729
1961-12-17,-0.392214058
1961-12-18,-1.281400418
1961-12-19,-1.98360576
1961-12-20,-1.71583488
1961-12-21,-1.314568936
1961-12-22,-0.804173488
1961-12-23,-0.402062483
1961-12-24,-0.20102518
1961-12-25,-0.165315894
1961-12-26,-0.134134184
1961-12-27,-0.067066416
1961-12-28,-0.033533039
1961-12-29,-0.016766477
1961-12-30,0
1961-12-31,0
1962-01-01,0
1962-01-02,0
1962-01-03,-0.024112106
1962-01-04,-0.025988951
1962-01-05,-0.01299445
1962-01-06,0
1962-01-07,-0.808329618
1962-01-08,-2.1682944
1962-01-09,-1.97724672
1962-01-10,-0.988477876
1962-01-11,-0.494202291
1962-01-12,-0.247091973
1962-01-13,-0.123543697
1962-01-14,-0.061771275
1962-01-15,-0.030885494
1962-01-16,-0.01544271
1962-01-17,0
1962-01-18,0
1962-01-19,-0.061312795
1962-01-20,-0.077826401
1962-01-21,-0.038912973
1962-01-22,-0.01945643
1962-01-23,0
1962-01-24,0
1962-01-25,0
1962-01-26,0
1962-01-27,0
1962-01-28,0
1962-01-29,0
1962-01-30,0.00E+00
1962-01-31,0.00E+00
1962-02-01,0.00E+00
1962-02-02,0
1962-02-03,0
1962-02-04,0
1962-02-05,0
1962-02-06,0
1962-02-07,0
1962-02-08,-0.234526399
1962-02-09,-0.477565162
1962-02-10,-1.7611776
1962-02-11,-2.59006464
1962-02-12,-2.02908672
1962-02-13,-1.99577088
1962-02-14,-3.43277568
1962-02-15,-3.15588096
1962-02-16,-1.57759488
1962-02-17,-0.788695612
1962-02-18,-0.394324471
1962-02-19,-0.197156395
1962-02-20,-0.09857674
1962-02-21,-0.049288004
1962-02-22,-0.024643911
1962-02-23,-0.012321932
1962-02-24,0
1962-02-25,0
1962-02-26,0
1962-02-27,0
1962-02-28,0
1962-03-01,0
1962-03-02,0.00E+00
1962-03-03,0.00E+00
1962-03-04,0.00E+00
1962-03-05,0.00E+00
1962-03-06,0
1962-03-07,0
1962-03-08,0
1962-03-09,0
1962-03-10,0
1962-03-11,0
1962-03-12,-0.044720322
1962-03-13,-0.14167666
1962-03-14,-0.137397998
1962-03-15,-0.068698291
1962-03-16,-0.034348967
1962-03-17,-0.017174439
1962-03-18,0
1962-03-19,0
1962-03-20,0
1962-03-21,0
1962-03-22,-0.11465873
1962-03-23,-0.329571307
1962-03-24,-0.439919175
1962-03-25,-0.678988597
1962-03-26,-0.684264319
1962-03-27,-0.391963622
1962-03-28,-0.195976047
1962-03-29,-0.875303912
1962-03-30,-2.44035072
1962-03-31,-3.01446144
1962-04-01,-3.18104064
1962-04-02,-4.54643712
1962-04-03,-5.36550912
1962-04-04,-3.83588352
1962-04-05,-1.9173888
1962-04-06,-0.958559312
1962-04-07,-0.479245193
1962-04-08,-0.239613977
1962-04-09,-0.119804833
1962-04-10,-0.059901878
1962-04-11,-0.029950803
1962-04-12,-0.014975368
1962-04-13,0
1962-04-14,-0.778748705
1962-04-15,-1.004926432
1962-04-16,-0.502425331
1962-04-17,-0.447783179
1962-04-18,-0.380033441
1962-04-19,-0.190011295
1962-04-20,-0.095004294
1962-04-21,-0.047501808
1962-04-22,-0.023750818
1962-04-23,-0.011875388
1962-04-24,0
1962-04-25,0
1962-04-26,-0.01128528
1962-04-27,-0.273117091
1962-04-28,-0.34283408
1962-04-29,-0.171412623
1962-04-30,-0.308073798
1962-05-01,-0.330667398
1962-05-02,-0.165329593
1962-05-03,-0.08266377
1962-05-04,-0.041331628
1962-05-05,-0.020665749
1962-05-06,-0.010332858
1962-05-07,0
1962-05-08,0
1962-05-09,0
1962-05-10,0
1962-05-11,0
1962-05-12,0
1962-05-13,0.00E+00
1962-05-14,0.00E+00
1962-05-15,0.00E+00
1962-05-16,0.00E+00
1962-05-17,0
1962-05-18,0
1962-05-19,0
1962-05-20,0
1962-05-21,0
1962-05-22,0
1962-05-23,-0.020239812
1962-05-24,-0.026197347
1962-05-25,-0.013098647
1962-05-26,0
1962-05-27,0
1962-05-28,-0.015939408
1962-05-29,-0.014461998
1962-05-30,0
1962-05-31,-0.106997239
1962-06-01,-0.135618555
1962-06-02,-0.067808586
1962-06-03,-0.03390412
1962-06-04,-0.27471198
1962-06-05,-0.566704277
1962-06-06,-0.461749884
1962-06-07,-0.230866938
1962-06-08,-0.134383946
1962-06-09,-0.082246127
1962-06-10,-0.084063813
1962-06-11,-0.076141637
1962-06-12,-0.038070601
1962-06-13,-0.019035246
1962-06-14,0
1962-06-15,0
1962-06-16,0
1962-06-17,0
1962-06-18,0
1962-06-19,0
1962-06-20,0
1962-06-21,-0.164658231
1962-06-22,-0.213062994
1962-06-23,-0.298312036
1962-06-24,-0.301491501
1962-06-25,-0.150742343
1962-06-26,-0.075370317
1962-06-27,-0.037684944
1962-06-28,-0.018842419
1962-06-29,-0.015802004
1962-06-30,-0.073605419
1962-07-01,-0.104244969
1962-07-02,-0.06743448
1962-07-03,-0.033717069
1962-07-04,-0.087089035
1962-07-05,-0.140718477
1962-07-06,-0.103234093
1962-07-07,-0.051616646
1962-07-08,-0.025808222
1962-07-09,-0.012904086
1962-07-10,-0.041640251
1962-07-11,-0.048771702
1962-07-12,-0.024385761
1962-07-13,-0.012192858
1962-07-14,0
1962-07-15,0
1962-07-16,0
1962-07-17,0
1962-07-18,0
1962-07-19,0
1962-07-20,-0.088846142
1962-07-21,-0.114921359
1962-07-22,-0.057460183
1962-07-23,-0.028729967
1962-07-24,-0.014364952
1962-07-25,0
1962-07-26,0
1962-07-27,0
1962-07-28,0
1962-07-29,0
1962-07-30,0
1962-07-31,0
1962-08-01,0.00E+00
1962-08-02,0.00E+00
1962-08-03,0.00E+00
1962-08-04,0
1962-08-05,0
1962-08-06,0
1962-08-07,0
1962-08-08,-0.210357693
1962-08-09,-1.56404736
1962-08-10,-1.9505664
1962-08-11,-1.088516248
1962-08-12,-0.54421368
1962-08-13,-0.272095732
1962-08-14,-1.166379223
1962-08-15,-1.40147712
1962-08-16,-0.700673283
1962-08-17,-0.350318228
1962-08-18,-0.175154504
1962-08-19,-0.087576102
1962-08-20,-0.043787762
1962-08-21,-0.021893808
1962-08-22,-0.010946886
1962-08-23,0
1962-08-24,0
1962-08-25,0
1962-08-26,0
1962-08-27,0
1962-08-28,-0.362617524
1962-08-29,-0.469202153
1962-08-30,-1.361499854
1962-08-31,-2.1924864
1962-09-01,-1.58588928
1962-09-02,-1.184304306
1962-09-03,-0.903012254
1962-09-04,-0.451475542
1962-09-05,-0.225730119
1962-09-06,-0.112863148
1962-09-07,-0.056431094
1962-09-08,-0.028215427
1962-09-09,-0.014107684
1962-09-10,0
1962-09-11,0
1962-09-12,0
1962-09-13,0
1962-09-14,0
1962-09-15,0
1962-09-16,0
1962-09-17,0.00E+00
1962-09-18,0.00E+00
1962-09-19,0.00E+00
1962-09-20,0
1962-09-21,0
1962-09-22,-0.295656045
1962-09-23,-0.381308678
1962-09-24,-0.308577973
1962-09-25,-0.247960894
1962-09-26,-0.123978136
1962-09-27,-0.34021457
1962-09-28,-0.391105055
1962-09-29,-0.212112954
1962-09-30,-0.119214052
1962-10-01,-0.241452016
1962-10-02,-0.392780579
1962-10-03,-0.297750215
1962-10-04,-0.148871776
1962-10-05,-0.074435058
1962-10-06,-0.082572939
1962-10-07,-0.077314241
1962-10-08,-0.038656896
1962-10-09,-0.409027567
1962-10-10,-1.017725866
1962-10-11,-0.9088925
1962-10-12,-0.454415257
1962-10-13,-0.227199887
1962-10-14,-0.113598003
1962-10-15,-0.292542285
1962-10-16,-0.333526118
1962-10-17,-0.166758884
1962-10-18,-0.083378397
1962-10-19,-0.585616601
1962-10-20,-1.094275506
1962-10-21,-1.194904784
1962-10-22,-1.305934908
1962-10-23,-0.992118634
1962-10-24,-0.8489373
1962-10-25,-2.422656
1962-10-26,-5.12704512
1962-10-27,-7.43883264
1962-10-28,-6.67961856
1962-10-29,-3.8935296
1962-10-30,-1.94614272
1962-10-31,-0.972949197
1962-11-01,-0.486439092
1962-11-02,-2.21833728
1962-11-03,-3.62575872
1962-11-04,-2.56614912
1962-11-05,-1.283477765
1962-11-06,-0.641677096
1962-11-07,-0.320823107
1962-11-08,-0.160407683
1962-11-09,-0.588138375
1962-11-10,-2.79936
1962-11-11,-4.17166848
1962-11-12,-7.45763328
1962-11-13,-7.61992704
1962-11-14,-8.10473472
1962-11-15,-8.4022272
1962-11-16,-6.34742784
1962-11-17,-4.19862528
1962-11-18,-3.73289472
1962-11-19,-5.16658176
1962-11-20,-5.73225984
1962-11-21,-4.08678912
1962-11-22,-2.04277248
1962-11-23,-1.021215223
1962-11-24,-2.09737728
1962-11-25,-3.42710784
1962-11-26,-3.17965824
1962-11-27,-2.052864
1962-11-28,-1.02945506
1962-11-29,-0.514687772
1962-11-30,-0.850752751
1962-12-01,-1.45677312
1962-12-02,-6.20393472
1962-12-03,-17.369856
1962-12-04,-20.49186816
1962-12-05,-13.18892544
1962-12-06,-12.0780288
1962-12-07,-11.325312
1962-12-08,-6.42373632
1962-12-09,-3.21034752
1962-12-10,-1.60482816
1962-12-11,-0.885929633
1962-12-12,-0.962657865
1962-12-13,-0.841341137
1962-12-14,-0.420644013
1962-12-15,-0.210315364
1962-12-16,-0.105156022
1962-12-17,-0.052577595
1962-12-18,-0.026288693
1962-12-19,-0.013144321
1962-12-20,0
1962-12-21,0
1962-12-22,-0.306781351
1962-12-23,-0.440139419
1962-12-24,-0.255310106
1962-12-25,-0.127652608
1962-12-26,-0.063825691
1962-12-27,-0.031912692
1962-12-28,-0.015956308
1962-12-29,0
1962-12-30,0
1962-12-31,0
1963-01-01,0
1963-01-02,0
1963-01-03,0
1963-01-04,0
1963-01-05,-0.085993407
1963-01-06,-0.111255139
1963-01-07,-0.160375279
1963-01-08,-0.73686475
1963-01-09,-0.870286879
1963-01-10,-4.1416704
1963-01-11,-7.20493056
1963-01-12,-5.44651776
1963-01-13,-3.39503616
1963-01-14,-2.17949184
1963-01-15,-1.089569388
1963-01-16,-0.544740167
1963-01-17,-0.272358941
1963-01-18,-0.136176689
1963-01-19,-0.068087647
1963-01-20,-0.034043649
1963-01-21,-0.017021782
1963-01-22,-0.20025528
1963-01-23,-0.542867775
1963-01-24,-0.93581839
