time,value
2011-04-17,7.342360973358154
2011-04-18,9.081944465637207
2011-04-19,12.38611125946045
2011-04-20,13.560416221618652
2011-04-21,14.88194465637207
2011-04-22,14.998611450195312
2011-04-23,14.284722328186035
2011-04-24,14.373611450195312
2011-04-25,13.523611068725586
2011-04-26,10.783333778381348
2011-04-27,13.204166412353516
2011-04-28,13.213194847106934
2011-04-29,12.394444465637207
2011-04-30,12.282638549804688
2011-05-01,9.16944408416748
2011-05-02,6.545138835906982
2011-05-03,5.153472423553467
2011-05-04,5.93055534362793
2011-05-05,8.065972328186035
2011-05-06,10.841666221618652
2011-05-07,14.662500381469727
2011-05-08,14.208333015441895
2011-05-09,16.58194351196289
2011-05-10,15.713889122009277
2011-05-11,12.920833587646484
2011-05-12,11.371527671813965
2011-05-13,10.127083778381348
2011-05-14,7.954166889190674
2011-05-15,9.275694847106934
2011-05-16,10.429861068725586
2011-05-17,10.653471946716309
2011-05-18,12.095138549804688
2011-05-19,10.83055591583252
2011-05-20,10.13611125946045
2011-05-21,12.765972137451172
2011-05-22,12.519444465637207
2011-05-23,13.007638931274414
2011-05-24,10.618749618530273
2011-05-25,10.032638549804688
2011-05-26,12.306944847106934
2011-05-27,10.383333206176758
2011-05-28,9.914583206176758
2011-05-29,10.527777671813965
2011-05-30,14.83680534362793
2011-05-31,11.960416793823242
2011-06-01,11.409722328186035
2011-06-02,13.620139122009277
2011-06-03,16.412500381469727
2011-06-04,15.421527862548828
2011-06-05,16.859027862548828
2011-06-06,17.493749618530273
2011-06-07,13.994444847106934
2011-06-08,15.36111068725586
2011-06-09,13.32569408416748
2011-06-10,12.663888931274414
2011-06-11,11.758333206176758
2011-06-12,12.287500381469727
2011-06-13,13.722222328186035
2011-06-14,12.897222518920898
2011-06-15,13.036110877990723
2011-06-16,14.227083206176758
2011-06-17,13.495139122009277
2011-06-18,12.38888931274414
2011-06-19,13.476388931274414
2011-06-20,13.463194847106934
2011-06-21,14.396528244018555
2011-06-22,15.26736068725586
2011-06-23,13.279861450195312
2011-06-24,12.024999618530273
2011-06-25,13.209722518920898
2011-06-26,15.49305534362793
2011-06-27,19.462499618530273
2011-06-28,20.67708396911621
2011-06-29,17.992361068725586
2011-06-30,13.769444465637207
2011-07-01,13.391666412353516
2011-07-02,13.668749809265137
2011-07-03,14.193750381469727
2011-07-04,14.568055152893066
2011-07-05,15.480555534362793
2011-07-06,17.26041603088379
2011-07-07,16.504167556762695
2011-07-08,15.449305534362793
2011-07-09,15.397916793823242
2011-07-10,16.322221755981445
2011-07-11,14.754166603088379
2011-07-12,13.714583396911621
2011-07-13,13.220138549804688
2011-07-14,14.527083396911621
2011-07-15,14.559721946716309
2011-07-16,16.697221755981445
2011-07-17,15.350000381469727
2011-07-18,14.910416603088379
2011-07-19,15.858333587646484
2011-07-20,15.550694465637207
2011-07-21,14.954166412353516
2011-07-22,15.135416984558105
2011-07-23,15.004860877990723
2011-07-24,15.134721755981445
2011-07-25,14.247221946716309
2011-07-26,15.974305152893066
2011-07-27,17.203472137451172
2011-07-28,15.36388874053955
2011-07-29,17.347917556762695
2011-07-30,18.20138931274414
2011-07-31,18.250694274902344
2011-08-01,16.876388549804688
2011-08-02,19.27638816833496
2011-08-03,19.70138931274414
2011-08-04,17.64444351196289
2011-08-05,16.601388931274414
2011-08-06,18.313888549804688
2011-08-07,16.275693893432617
2011-08-08,13.657638549804688
2011-08-09,14.585416793823242
2011-08-10,13.065972328186035
2011-08-11,11.44861125946045
2011-08-12,14.999305725097656
2011-08-13,15.504860877990723
2011-08-14,16.506250381469727
2011-08-15,16.182361602783203
2011-08-16,14.193750381469727
2011-08-17,15.681249618530273
2011-08-18,16.361804962158203
2011-08-19,13.865278244018555
2011-08-20,15.254166603088379
2011-08-21,17.552778244018555
2011-08-22,16.200695037841797
2011-08-23,14.76319408416748
2011-08-24,16.42569351196289
2011-08-25,16.318750381469727
2011-08-26,19.856250762939453
2011-08-27,15.584722518920898
2011-08-28,13.925694465637207
2011-08-29,12.95763874053955
2011-08-30,13.02430534362793
2011-08-31,13.110416412353516
2011-09-01,12.17430591583252
2011-09-02,13.127778053283691
2011-09-03,17.351388931274414
2011-09-04,18.82291603088379
2011-09-05,15.306249618530273
2011-09-06,13.844027519226074
2011-09-07,13.102777481079102
2011-09-08,11.752778053283691
2011-09-09,12.956250190734863
2011-09-10,16.796527862548828
2011-09-11,17.081249237060547
2011-09-12,15.570833206176758
2011-09-13,14.480555534362793
2011-09-14,13.04513931274414
2011-09-15,12.446527481079102
2011-09-16,11.286110877990723
2011-09-17,12.48263931274414
2011-09-18,12.164583206176758
2011-09-19,11.82986068725586
2011-09-20,14.89236068725586
2011-09-21,13.73888874053955
2011-09-22,13.102083206176758
2011-09-23,13.384721755981445
2011-09-24,12.972222328186035
2011-09-25,14.019444465637207
2011-09-26,13.87166690826416
2011-09-27,11.581250190734863
2011-09-28,14.752083778381348
2011-09-29,15.33055591583252
2011-09-30,15.366666793823242
2011-10-01,15.473610877990723
2011-10-02,14.402777671813965
2011-10-03,16.197221755981445
2011-10-04,13.67430591583252
2011-10-05,14.617361068725586
2011-10-06,11.960416793823242
2011-10-07,9.840277671813965
2011-10-08,8.155555725097656
2011-10-09,8.132638931274414
2011-10-10,11.259027481079102
2011-10-11,10.48888874053955
2011-10-12,9.814583778381348
2011-10-13,7.05555534362793
2011-10-14,5.293749809265137
2011-10-15,5.340972423553467
2011-10-16,6.287499904632568
2011-10-17,10.096528053283691
2011-10-18,9.005555152893066
2011-10-19,8.539583206176758
2011-10-20,6.50902795791626
2011-10-21,8.32361125946045
2011-10-22,9.081944465637207
2011-10-23,5.96875
2011-10-24,7.926388740539551
2011-10-25,8.835416793823242
2011-10-26,8.946527481079102
2011-10-27,8.425694465637207
2011-10-28,9.475000381469727
2011-10-29,7.719444274902344
2011-10-30,12.168055534362793
2011-10-31,12.342361450195312
2011-11-01,11.050694465637207
2011-11-02,9.722222328186035
2011-11-03,9.38194465637207
2011-11-04,9.710416793823242
2011-11-05,9.810416221618652
2011-11-06,8.685416221618652
2011-11-07,7.4472222328186035
2011-11-08,7.703472137451172
2011-11-09,8.449305534362793
2011-11-10,6.999305725097656
2011-11-11,4.573611259460449
2011-11-12,3.5520832538604736
2011-11-13,0.7326388955116272
2011-11-14,2.543055534362793
2011-11-15,3.26111102104187
2011-11-16,4.179166793823242
2011-11-17,2.53125
2011-11-18,7.998610973358154
2011-11-19,9.605555534362793
2011-11-20,6.239583492279053
2011-11-21,0.8048611283302307
2011-11-22,2.949305534362793
2011-11-23,5.856249809265137
2011-11-24,10.72569465637207
2011-11-25,8.660416603088379
2011-11-26,8.905555725097656
2011-11-27,9.875
2011-11-28,7.64930534362793
2011-11-29,7.506249904632568
2011-11-30,7.71875
2011-12-01,7.141319274902344
2011-12-02,4.201388835906982
2011-12-03,6.729166507720947
2011-12-04,4.114583492279053
2011-12-05,3.2041666507720947
2011-12-06,1.9777777194976807
2011-12-07,2.093055486679077
2011-12-08,3.000694513320923
2011-12-09,5.543055534362793
2011-12-10,4.083333492279053
2011-12-11,5.114583492279053
2011-12-12,3.4347221851348877
2011-12-13,5.325694561004639
2011-12-14,5.193749904632568
2011-12-15,4.537499904632568
2011-12-16,2.7048611640930176
2011-12-17,2.8583333492279053
2011-12-18,2.0645833015441895
2011-12-19,3.5097222328186035
2011-12-20,1.675694465637207
2011-12-21,1.8055555820465088
2011-12-22,4.981944561004639
2011-12-23,7.563889026641846
2011-12-24,5.020138740539551
2011-12-25,8.190278053283691
2011-12-26,9.276389122009277
2011-12-27,6.203472137451172
2011-12-28,6.221527576446533
2011-12-29,4.442360877990723
2011-12-30,3.100694417953491
2011-12-31,1.5409722328186035
2012-01-01,7.2402777671813965
2012-01-02,5.3965277671813965
2012-01-03,5.536110877990723
2012-01-04,5.794444561004639
2012-01-05,3.8375000953674316
2012-01-06,2.433333396911621
2012-01-07,5.931250095367432
2012-01-08,4.254860877990723
2012-01-09,3.9472222328186035
2012-01-10,5.474999904632568
2012-01-11,6.829166889190674
2012-01-12,6.253472328186035
2012-01-13,4.356249809265137
2012-01-14,0.9472222328186035
2012-01-15,0.41874998807907104
2012-01-16,4.625694274902344
2012-01-17,4.275694370269775
2012-01-18,4.419444561004639
2012-01-19,4.081250190734863
2012-01-20,1.7708333730697632
2012-01-21,2.890277862548828
2012-01-22,1.574305534362793
2012-01-23,-0.6784722208976746
2012-01-24,-1.367361068725586
2012-01-25,-2.2201387882232666
2012-01-26,0.3895833194255829
2012-01-27,-0.7486110925674438
2012-01-28,-1.2388888597488403
2012-01-29,-1.7006944417953491
2012-01-30,-1.9583333730697632
2012-01-31,-3.461805582046509
2012-02-01,-5.112500190734863
2012-02-02,-6.751389026641846
2012-02-03,-10.181944847106934
2012-02-04,-12.053472518920898
2012-02-05,-10.452777862548828
2012-02-06,-10.243749618530273
2012-02-07,-10.777777671813965
2012-02-08,-7.496527671813965
2012-02-09,-4.681250095367432
2012-02-10,-7.722222328186035
2012-02-11,-5.372222423553467
2012-02-12,0.6590277552604675
2012-02-13,-2.371527671813965
2012-02-14,1.7909722328186035
2012-02-15,3.030555486679077
2012-02-16,2.125
2012-02-17,3.711805582046509
2012-02-18,4.086111068725586
2012-02-19,2.069444417953491
2012-02-20,2.695138931274414
2012-02-21,4.5916666984558105
2012-02-22,5.84375
2012-02-23,6.102083206176758
2012-02-24,5.948611259460449
2012-02-25,4.972916603088379
2012-02-26,2.535416603088379
2012-02-27,3.7326388359069824
2012-02-28,6.688889026641846
2012-02-29,6.448611259460449
2012-03-01,6.152083396911621
2012-03-02,5.44444465637207
2012-03-03,4.173611164093018
2012-03-04,2.9736111164093018
2012-03-05,2.445138931274414
2012-03-06,1.6381944417953491
2012-03-07,1.9375
2012-03-08,4.227083206176758
2012-03-09,5.855555534362793
2012-03-10,6.208333492279053
2012-03-11,6.806944370269775
2012-03-12,6.570138931274414
2012-03-13,7.0333333015441895
2012-03-14,5.916666507720947
2012-03-15,4.214583396911621
2012-03-16,3.8583333492279053
2012-03-17,6.367361068725586
2012-03-18,4.668055534362793
2012-03-19,5.157639026641846
2012-03-20,6.748610973358154
2012-03-21,7.276389122009277
2012-03-22,7.224305629730225
2012-03-23,5.60069465637207
2012-03-24,4.950694561004639
2012-03-25,7.840277671813965
2012-03-26,5.974305629730225
2012-03-27,9.992361068725586
2012-03-28,7.27430534362793
2012-03-29,7.1875
2012-03-30,7.082638740539551
2012-03-31,4.481249809265137
2012-04-01,4.425694465637207
2012-04-02,2.5298612117767334
2012-04-03,2.25
2012-04-04,3.3145833015441895
2012-04-05,2.465277671813965
2012-04-06,3.96875
2012-04-07,1.4604166746139526
2012-04-08,2.105555534362793
2012-04-09,6.441666603088379
2012-04-10,7.954861164093018
2012-04-11,6.9708333015441895
2012-04-12,6.931250095367432
2012-04-13,6.565277576446533
2012-04-14,5.875694274902344
2012-04-15,4.746527671813965
2012-04-16,4.485416889190674
2012-04-17,4.657639026641846
2012-04-18,6.78993034362793
2012-04-19,9.44444465637207
2012-04-20,6.4277777671813965
2012-04-21,7.16527795791626
2012-04-22,7.391666889190674
2012-04-23,7.083333492279053
2012-04-24,7.677083492279053
2012-04-25,8.882638931274414
2012-04-26,9.97986125946045
2012-04-27,10.038888931274414
2012-04-28,5.39722204208374
2012-04-29,9.002083778381348
2012-04-30,12.318750381469727
2012-05-01,12.699305534362793
2012-05-02,13.128472328186035
2012-05-03,9.58055591583252
2012-05-04,7.53125
2012-05-05,5.820833206176758
2012-05-06,5.137499809265137
2012-05-07,5.756249904632568
2012-05-08,9.106249809265137
2012-05-09,11.447916984558105
2012-05-10,12.696527481079102
2012-05-11,10.054166793823242
2012-05-12,7.35069465637207
2012-05-13,8.722916603088379
2012-05-14,8.985416412353516
2012-05-15,8.532638549804688
2012-05-16,6.753472328186035
2012-05-17,7.198611259460449
2012-05-18,10.73888874053955
2012-05-19,12.252778053283691
2012-05-20,16.014583587646484
2012-05-21,19.081249237060547
2012-05-22,20.143054962158203
2012-05-23,20.011110305786133
2012-05-24,18.961111068725586
2012-05-25,19.48263931274414
2012-05-26,17.96388816833496
2012-05-27,17.738889694213867
2012-05-28,15.296527862548828
2012-05-29,12.36805534362793
2012-05-30,9.739583015441895
2012-05-31,9.872916221618652
2012-06-01,9.003472328186035
2012-06-02,8.69444465637207
2012-06-03,9.262499809265137
2012-06-04,9.89930534362793
2012-06-05,9.804166793823242
2012-06-06,11.110416412353516
2012-06-07,13.328472137451172
2012-06-08,13.727777481079102
2012-06-09,11.80555534362793
2012-06-10,11.48194408416748
2012-06-11,11.169722557067871
2012-06-12,11.452777862548828
2012-06-13,11.217361450195312
2012-06-14,10.087499618530273
2012-06-15,11.534028053283691
2012-06-16,13.958333015441895
2012-06-17,12.858333587646484
2012-06-18,12.092361450195312
2012-06-19,12.193750381469727
2012-06-20,14.183333396911621
2012-06-21,15.95138931274414
2012-06-22,14.51388931274414
2012-06-23,13.980555534362793
2012-06-24,11.79930591583252
2012-06-25,12.572221755981445
2012-06-26,12.146528244018555
2012-06-27,12.33680534362793
2012-06-28,13.913888931274414
2012-06-29,16.7097225189209
2012-06-30,16.802778244018555
2012-07-01,14.58263874053955
2012-07-02,15.23611068725586
2012-07-03,16.056249618530273
2012-07-04,18.27430534362793
2012-07-05,18.690277099609375
2012-07-06,18.113889694213867
2012-07-07,17.987499237060547
2012-07-08,19.228471755981445
2012-07-09,15.571527481079102
2012-07-10,13.215277671813965
2012-07-11,13.908333778381348
2012-07-12,13.068750381469727
2012-07-13,14.26805591583252
2012-07-14,14.063888549804688
2012-07-15,13.014583587646484
2012-07-16,13.479166984558105
2012-07-17,13.693055152893066
2012-07-18,13.91319465637207
2012-07-19,14.722222328186035
2012-07-20,13.789583206176758
2012-07-21,13.949305534362793
2012-07-22,14.947221755981445
2012-07-23,17.43263816833496
2012-07-24,19.866666793823242
2012-07-25,19.464582443237305
2012-07-26,15.456944465637207
2012-07-27,17.840415954589844
2012-07-28,15.668055534362793
2012-07-29,13.166666984558105
2012-07-30,13.133333206176758
2012-07-31,13.727777481079102
2012-08-01,15.640277862548828
2012-08-02,17.6159725189209
2012-08-03,16.725000381469727
2012-08-04,15.717361450195312
2012-08-05,17.120832443237305
2012-08-06,16.5222225189209
2012-08-07,15.341666221618652
2012-08-08,14.868749618530273
2012-08-09,14.589583396911621
2012-08-10,14.956250190734863
2012-08-11,15.690278053283691
2012-08-12,16.75347137451172
2012-08-13,16.393749237060547
2012-08-14,16.015277862548828
2012-08-15,16.872222900390625
2012-08-16,15.602777481079102
2012-08-17,17.71666717529297
2012-08-18,22.773611068725586
2012-08-19,20.997222900390625
2012-08-20,19.58333396911621
2012-08-21,17.106945037841797
2012-08-22,15.559027671813965
2012-08-23,16.06458282470703
2012-08-24,14.755555152893066
2012-08-25,14.57986068725586
2012-08-26,15.696527481079102
2012-08-27,14.529861450195312
2012-08-28,15.690972328186035
2012-08-29,16.7409725189209
2012-08-30,16.360416412353516
2012-08-31,14.196527481079102
2012-09-01,14.754166603088379
2012-09-02,15.921527862548828
2012-09-03,15.744444847106934
2012-09-04,15.813888549804688
2012-09-05,14.224305152893066
2012-09-06,14.004166603088379
2012-09-07,14.966666221618652
2012-09-08,15.536805152893066
2012-09-09,17.047222137451172
2012-09-10,17.639583587646484
2012-09-11,14.693750381469727
2012-09-12,10.938194274902344
2012-09-13,11.515277862548828
2012-09-14,14.149999618530273
2012-09-15,13.929861068725586
2012-09-16,14.778471946716309
2012-09-17,14.030555725097656
2012-09-18,12.084722518920898
2012-09-19,10.279861450195312
2012-09-20,9.727083206176758
2012-09-21,10.338889122009277
2012-09-22,9.275694847106934
2012-09-23,10.098610877990723
2012-09-24,9.243749618530273
2012-09-25,11.91736125946045
2012-09-26,10.876388549804688
2012-09-27,11.909722328186035
2012-09-28,12.00694465637207
2012-09-29,11.811805725097656
2012-09-30,12.58680534362793
2012-10-01,14.197221755981445
2012-10-02,13.696527481079102
2012-10-03,11.783333778381348
2012-10-04,9.67430591583252
2012-10-05,8.787500381469727
2012-10-06,9.081250190734863
2012-10-07,10.067360877990723
2012-10-08,10.487500190734863
2012-10-09,9.272222518920898
2012-10-10,9.227777481079102
2012-10-11,8.704166412353516
2012-10-12,8.168749809265137
2012-10-13,8.439583778381348
2012-10-14,8.275694847106934
2012-10-15,7.68055534362793
2012-10-16,8.702777862548828
2012-10-17,10.708333015441895
2012-10-18,12.718055725097656
2012-10-19,12.43055534362793
2012-10-20,13.021528244018555
2012-10-21,10.879860877990723
2012-10-22,10.327083587646484
2012-10-23,9.877778053283691
2012-10-24,9.324305534362793
2012-10-25,6.675000190734863
2012-10-26,2.2784721851348877
2012-10-27,1.8958333730697632
2012-10-28,4.559027671813965
2012-10-29,7.484722137451172
2012-10-30,4.668055534362793
2012-10-31,7.418749809265137
2012-11-01,6.275000095367432
2012-11-02,6.138888835906982
2012-11-03,5.713194370269775
2012-11-04,6.245833396911621
2012-11-05,4.779860973358154
2012-11-06,6.089583396911621
2012-11-07,8.99305534362793
2012-11-08,9.38611125946045
2012-11-09,8.47569465637207
2012-11-10,7.637499809265137
2012-11-11,8.547916412353516
2012-11-12,6.4159722328186035
2012-11-13,7.770833492279053
2012-11-14,10.790971755981445
2012-11-15,10.054166793823242
2012-11-16,5.88194465637207
2012-11-17,1.3041666746139526
2012-11-18,5.8104166984558105
2012-11-19,4.7597222328186035
2012-11-20,8.502083778381348
2012-11-21,6.325694561004639
2012-11-22,8.071527481079102
2012-11-23,6.013888835906982
2012-11-24,3.4937500953674316
2012-11-25,6.49305534362793
2012-11-26,7.511111259460449
2012-11-27,5.0291666984558105
2012-11-28,3.660416603088379
2012-11-29,1.1388888359069824
2012-11-30,-0.7875000238418579
2012-12-01,-1.4222222566604614
2012-12-02,-3.550694465637207
2012-12-03,-0.7097222208976746
2012-12-04,-3.0215277671813965
2012-12-05,-6.068055629730225
2012-12-06,-4.000694274902344
2012-12-07,-2.27013897895813
2012-12-08,-4.913888931274414
2012-12-09,1.1222221851348877
2012-12-10,-1.2340277433395386
2012-12-11,-5.852083206176758
2012-12-12,-9.070833206176758
2012-12-13,-3.7902777194976807
2012-12-14,-0.3930555582046509
2012-12-15,3.2249999046325684
2012-12-16,3.6972222328186035
2012-12-17,3.628472328186035
2012-12-18,2.811805486679077
2012-12-19,1.005555510520935
2012-12-20,1.0520833730697632
2012-12-21,0.9208333492279053
2012-12-22,0.2979166805744171
2012-12-23,1.0048611164093018
2012-12-24,5.559722423553467
2012-12-25,4.972916603088379
2012-12-26,5.419444561004639
2012-12-27,1.911805510520935
2012-12-28,0.10347222536802292
2012-12-29,7.860416889190674
2012-12-30,5.657639026641846
2012-12-31,7.888888835906982
2013-01-01,5.111805438995361
2013-01-02,5.056944370269775
2013-01-03,7.492361068725586
2013-01-04,7.4979166984558105
2013-01-05,6.772916793823242
2013-01-06,6.300000190734863
2013-01-07,4.604166507720947
2013-01-08,6.130555629730225
2013-01-09,5.839583396911621
2013-01-10,0.8576388955116272
2013-01-11,-1.130555510520935
2013-01-12,-1.4701389074325562
2013-01-13,-2.5562500953674316
2013-01-14,-3.7395832538604736
2013-01-15,-4.5916666984558105
2013-01-16,-7.4472222328186035
2013-01-17,-6.195833206176758
2013-01-18,-4.737500190734863
2013-01-19,-5.21180534362793
2013-01-20,-5.638888835906982
2013-01-21,-2.6395833492279053
2013-01-22,-2.8069443702697754
2013-01-23,-4.08680534362793
2013-01-24,-7.156944274902344
2013-01-25,-4.664583206176758
2013-01-26,-3.73888897895813
2013-01-27,1.9145833253860474
2013-01-28,3.609027862548828
2013-01-29,4.720139026641846
2013-01-30,6.28819465637207
2013-01-31,4.47777795791626
2013-02-01,2.4354166984558105
2013-02-02,0.4277777671813965
2013-02-03,2.2909722328186035
2013-02-04,3.859027862548828
2013-02-05,2.1812500953674316
2013-02-06,1.304861068725586
2013-02-07,-0.03194444254040718
2013-02-08,-0.5826388597488403
2013-02-09,8.225000381469727
2013-02-10,7.824999809265137
2013-02-11,6.333333492279053
2013-02-12,1.8326388597488403
2013-02-13,2.8958332538604736
2013-02-14,0.35208332538604736
2013-02-15,-0.19374999403953552
2013-02-16,0.9201388955116272
2013-02-17,0.7173610925674438
2013-02-18,2.0993056297302246
2013-02-19,0.4409722089767456
2013-02-20,-1.1708333492279053
2013-02-21,-2.164583444595337
2013-02-22,-2.499305486679077
2013-02-23,-2.320138931274414
2013-02-24,-0.8763889074325562
2013-02-25,0.09652777761220932
2013-02-26,1.0618056058883667
2013-02-27,0.3812499940395355
2013-02-28,2.28125
2013-03-01,2.3381943702697754
2013-03-02,2.495833396911621
2013-03-03,3.1777777671813965
2013-03-04,1.2152777910232544
2013-03-05,2.7722222805023193
2013-03-06,2.98888897895813
2013-03-07,3.530555486679077
2013-03-08,1.4076389074325562
2013-03-09,0.0451388880610466
2013-03-10,-3.2131943702697754
2013-03-11,-4.742361068725586
2013-03-12,-2.9979166984558105
2013-03-13,-3.3388888835906982
2013-03-14,-4.236111164093018
2013-03-15,-3.0763888359069824
2013-03-16,-0.7416666746139526
2013-03-17,0.8805555701255798
2013-03-18,-0.4715277850627899
2013-03-19,-1.7638888359069824
2013-03-20,-2.6652777194976807
2013-03-21,-2.945833444595337
2013-03-22,-3.4326388835906982
2013-03-23,-3.5534722805023193
2013-03-24,-1.6534721851348877
2013-03-25,-1.711111068725586
2013-03-26,-0.12361110746860504
2013-03-27,-1.1631944179534912
2013-03-28,-0.02638888917863369
2013-03-29,-0.45972222089767456
2013-03-30,-0.29722222685813904
2013-03-31,0.862500011920929
2013-04-01,1.7534722089767456
2013-04-02,3.1923611164093018
2013-04-03,2.6277778148651123
2013-04-04,2.0562500953674316
2013-04-05,2.2833333015441895
2013-04-06,2.90625
2013-04-07,1.9131944179534912
2013-04-08,2.1965277194976807
2013-04-09,2.719444513320923
2013-04-10,1.4840277433395386
2013-04-11,3.745833396911621
2013-04-12,4.298611164093018
2013-04-13,4.81944465637207
2013-04-14,8.593055725097656
2013-04-15,10.67430591583252
2013-04-16,8.29513931274414
2013-04-17,10.297222137451172
2013-04-18,9.295833587646484
2013-04-19,5.858333110809326
2013-04-20,6.058333396911621
2013-04-21,7.506249904632568
2013-04-22,8.20138931274414
2013-04-23,7.40625
2013-04-24,7.765972137451172
2013-04-25,6.880555629730225
2013-04-26,5.960416793823242
2013-04-27,5.551388740539551
2013-04-28,5.190277576446533
2013-04-29,6.250694274902344
2013-04-30,6.0625
2013-05-01,4.826388835906982
2013-05-02,6.483333110809326
2013-05-03,8.377083778381348
2013-05-04,8.962499618530273
2013-05-05,9.42638874053955
2013-05-06,11.387499809265137
2013-05-07,15.092361450195312
2013-05-08,13.22569465637207
2013-05-09,11.502083778381348
2013-05-10,8.97986125946045
2013-05-11,9.410416603088379
2013-05-12,8.054861068725586
2013-05-13,7.738194465637207
2013-05-14,8.475000381469727
2013-05-15,12.290277481079102
2013-05-16,13.997916221618652
2013-05-17,18.468055725097656
2013-05-18,16.76041603088379
2013-05-19,15.631250381469727
2013-05-20,15.345833778381348
2013-05-21,12.706250190734863
2013-05-22,8.280555725097656
2013-05-23,7.792361259460449
2013-05-24,11.114583015441895
2013-05-25,12.581250190734863
2013-05-26,16.356250762939453
2013-05-27,13.036110877990723
2013-05-28,13.070138931274414
2013-05-29,12.66736125946045
2013-05-30,15.884721755981445
2013-05-31,16.362499237060547
2013-06-01,11.633333206176758
2013-06-02,10.516666412353516
2013-06-03,11.78125
2013-06-04,13.560416221618652
2013-06-05,10.468055725097656
2013-06-06,11.29930591583252
2013-06-07,11.913888931274414
2013-06-08,11.120139122009277
2013-06-09,11.797222137451172
2013-06-10,14.762499809265137
2013-06-11,11.390972137451172
2013-06-12,13.408333778381348
2013-06-13,13.811111450195312
2013-06-14,11.990278244018555
2013-06-15,11.932639122009277
2013-06-16,11.61388874053955
2013-06-17,12.952777862548828
2013-06-18,16.243749618530273
2013-06-19,16.924304962158203
2013-06-20,16.82986068725586
2013-06-21,16.104860305786133
2013-06-22,13.35486125946045
2013-06-23,13.706944465637207
2013-06-24,13.377083778381348
2013-06-25,13.153471946716309
2013-06-26,11.849305152893066
2013-06-27,11.429861068725586
2013-06-28,11.206250190734863
2013-06-29,11.845138549804688
2013-06-30,12.57361125946045
2013-07-01,13.209722518920898
2013-07-02,12.881667137145996
2013-07-03,15.215277671813965
2013-07-04,14.931249618530273
2013-07-05,14.429861068725586
